Item_Type,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Item_Identifier,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,MRP_Range,Price_Range
Dairy,13.1,166.1158,1169.8106,,FDW50,Low Fat,0.076005548,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Breakfast,8.06,232.7326,3696.5216,,FDO37,Low Fat,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Frozen Foods,10.195,139.5838,4495.4816,,FDS04,Regular,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Canned,10.1,49.8008,303.6048,,FDP38,Low Fat,0.053732324,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Household,6.235,258.9962,258.9962,,NCF06,Low Fat,0.033807904,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Breads,12.5,198.3742,2587.9646,,FDR35,Low Fat,0.020782036,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Dairy,11.35,86.1856,1494.0552,,FDB04,Regular,0.063173691,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Frozen Foods,9.065,96.0094,1713.7692,,FDK16,Low Fat,0.115563679,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,11.65,85.1908,671.1264,,FDM57,Regular,0.076278201,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,18.2,57.1904,1640.5312,,FDF45,Regular,0.012223687,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Frozen Foods,6.115,91.0488,1629.8784,,FDH04,Regular,0.011419301,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Breakfast,6.92,90.5804,183.7608,,FDL25,Regular,0.131458247,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Frozen Foods,7.035,263.791,4996.829,,FDK40,LF,0.021883368,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Snack Foods,18.2,139.818,1398.18,,FDV46,Low Fat,0.012607876,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,10.5,218.7508,3255.762,,FDU31,Regular,0.025041738,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Health and Hygiene,17.6,237.759,3545.385,,NCQ53,Low Fat,0.018934719,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Fruits and Vegetables,,182.0976,6157.3184,,FDD09,Low Fat,0.021392306,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Fruits and Vegetables,19.75,116.5466,2828.3184,,FDY19,Low Fat,0.041448824,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,16.5,91.7146,2462.7942,,FDI33,Low Fat,0.028395167,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Fruits and Vegetables,13.15,172.0764,4466.1864,,FDG08,Regular,0.165221717,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Dairy,7.89,117.4782,2026.0294,,FDE39,Low Fat,0.036127671,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Frozen Foods,20.5,82.8592,1733.7432,,FDH53,Regular,0.019277945,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Fruits and Vegetables,16.25,123.9046,1120.5414,,FDB09,Low Fat,0.057629899,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Snack Foods,12.6,207.2612,4390.2852,,FDI22,Low Fat,0.096212432,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Baking Goods,,92.4462,185.0924,,FDX24,LF,0.024387984,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Fruits and Vegetables,8.775,109.5228,994.7052,,FDE09,Low Fat,0.021647195,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Seafood,7.42,184.6582,5015.4714,,FDJ57,Regular,0.021573645,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Soft Drinks,8.67,145.8128,2444.8176,,DRC49,Low Fat,0.065424208,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,8.77,170.5422,1551.9798,,FDU19,Regular,0.046866331,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,19.35,238.6564,3575.346,,FDU43,Regular,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Dairy,16.25,96.041,868.869,,FDA50,Low Fat,0.087102593,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Health and Hygiene,11.5,129.6626,1836.2764,,NCM29,Low Fat,0.01774202,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Canned,11.1,82.5908,1510.0344,,FDQ13,Low Fat,0.010632752,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Canned,,55.264,1544.656,,FDB26,Regular,0.031116081,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,5.59,62.9168,1406.1696,,FDI21,Regular,0.05671761,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Canned,,219.7456,884.1824,,FDV25,Low Fat,0.079931185,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Breads,6.55,102.9332,1845.5976,,FDQ23,Low Fat,0.024505418,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Frozen Foods,6.85,261.2594,1046.6376,,FDJ41,Low Fat,0.03830192,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Household,21.25,144.1102,1749.7224,,NCO42,Low Fat,0.024693927,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Canned,,84.6908,3691.1952,,FDQ13,Low Fat,0.010590075,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Breads,12.8,138.7838,280.9676,,FDU47,Regular,0.190569038,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Snack Foods,8.31,177.4028,3896.2616,,FDW57,Regular,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Hard Drinks,12.1,179.166,3056.022,,DRN47,Low Fat,0.016826748,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Frozen Foods,,194.7452,5872.356,,FDW28,Low Fat,0.088394115,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,20.25,145.6418,3384.2614,,NCN42,Low Fat,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Baking Goods,,78.2328,1004.0264,,FDR60,Low Fat,0.129783577,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,,262.891,788.973,,FDO09,Regular,0.0,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Snack Foods,16.75,156.163,2816.334,,FDX45,Low Fat,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Dairy,7.075,145.3128,1869.5664,,FDH27,Low Fat,0.058465268,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,11.1,163.1526,1808.9786,,FDO08,Regular,0.053765212,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Snack Foods,6.63,55.4588,343.5528,,FDG10,Regular,0.01098386,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Frozen Foods,8.935,54.9298,1348.245,,FDZ40,Low Fat,0.040245222,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Dairy,7.935,51.435,499.35,,FDZ27,Low Fat,0.017253305,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,7.485,112.1228,1215.7508,,FDZ46,Low Fat,0.069231189,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Snack Foods,9.5,253.3724,755.0172,,FDI46,Low Fat,0.074648119,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Health and Hygiene,18.35,193.1162,2693.8268,,NCW53,Low Fat,0.030542489,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Frozen Foods,6.365,60.1536,490.0288,,FDY52,Low Fat,0.007359711,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,11.1,149.1366,4231.8248,,FDU07,Low Fat,0.059940022,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Health and Hygiene,11.395,149.2708,2407.5328,,NCQ05,Low Fat,0.0,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,9.895,260.2278,4165.2448,,FDT16,Regular,0.048860587,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Health and Hygiene,7.68,86.4224,511.3344,,NCJ17,Low Fat,0.153419412,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,13.65,56.493,509.337,,NCY29,Low Fat,0.077219509,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Household,15.75,98.57,2496.75,,NCQ18,Low Fat,0.13504726,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Dairy,10.195,196.1794,2926.191,,FDS02,Regular,0.146094132,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Others,10.895,50.2666,820.2656,,NCK31,Low Fat,0.027157955,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Baking Goods,,195.711,5499.508,,FDH60,Regular,0.080346058,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Fruits and Vegetables,17.7,48.3034,777.6544,,FDO19,Regular,0.016596645,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Soft Drinks,17.25,263.391,6311.784,,DRF37,low fat,0.084316691,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,18.6,161.0236,3705.8428,,FDN21,Low Fat,0.076791671,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Canned,13.8,108.0254,759.6778,,FDM14,Low Fat,0.01326146,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,11.1,165.5526,1973.4312,,FDO08,Regular,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Meat,10.195,195.111,3731.809,,FDS27,Regular,0.012528611,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Hard Drinks,5.88,153.8998,2922.1962,,DRM59,Low Fat,0.003597678,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Health and Hygiene,11.15,163.0526,2302.3364,,NCO29,Low Fat,0.032438645,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,,92.0462,277.6386,,FDC32,Low Fat,0.173527068,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Soft Drinks,11.6,142.0154,850.8924,,DRA12,Low Fat,0.041112694,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Canned,,139.2496,1976.0944,,FDI14,Low Fat,0.089243504,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Dairy,12.1,163.5526,2302.3364,,DRG51,Low Fat,0.011539622,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Snack Foods,,110.657,659.142,,FDR33,Low Fat,0.04690397,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Breads,4.635,126.9994,1798.9916,,FDS23,Low Fat,0.141686037,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Household,8.51,142.247,2004.058,,NCF43,Low Fat,0.052051256,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Soft Drinks,9.6,167.3158,1838.2738,,DRN37,low fat,0.09627919,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Snack Foods,17.25,96.9068,1458.102,,FDX57,Regular,0.047533568,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,15.0,140.4838,1685.8056,,NCC42,Low Fat,0.04499948,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Breads,16.75,87.6856,1494.0552,,FDS47,Low Fat,0.12888573,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Hard Drinks,8.365,39.2506,75.9012,,DRK35,Low Fat,0.120256303,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Soft Drinks,,261.291,788.973,,DRF37,Low Fat,0.0,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Hard Drinks,18.85,161.8578,3530.0716,,DRI23,Low Fat,0.137755834,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Dairy,6.615,198.7426,1186.4556,,FDB28,Low Fat,0.093913607,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,5.75,115.3176,572.588,,FDU50,Regular,0.075287081,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Snack Foods,10.0,113.3544,3467.4864,,FDD22,Low Fat,0.100055625,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Frozen Foods,13.1,188.9898,4303.0654,,FDG04,Low Fat,0.006061565,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,10.1,223.0088,671.1264,,FDM08,Regular,0.053667516,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Frozen Foods,,79.0302,1901.5248,,FDI28,Low Fat,0.026194237,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,11.65,83.4908,503.3448,,FDM57,Regular,0.076002991,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Health and Hygiene,,94.6436,4065.3748,,NCS17,Low Fat,0.080111611,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Fruits and Vegetables,9.3,90.4172,1249.0408,,FDX44,Low Fat,0.043141572,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Dairy,19.6,45.3718,614.5334,,DRE03,Low Fat,0.024276035,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,11.35,51.5008,607.2096,,FDT46,Low Fat,0.03093263,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Baking Goods,5.44,178.137,3175.866,,FDW60,Regular,0.017096552,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,14.65,50.8692,788.3072,,FDE44,Low Fat,0.172357491,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Baking Goods,12.35,78.5328,695.0952,,FDT24,Regular,0.185824165,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,12.85,253.7382,2271.0438,,FDO20,Regular,0.152988295,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Breads,17.1,85.5566,1860.2452,,FDV47,Low Fat,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Dairy,11.6,240.6222,2868.2664,,FDZ26,reg,0.143897558,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Baking Goods,7.445,75.5354,1956.1204,,FDK48,Low Fat,0.037845086,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,142.8786,433.4358,,FDX32,Regular,0.1748389,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Fruits and Vegetables,,63.2194,247.6776,,FDE56,Regular,0.278730642,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Soft Drinks,6.135,161.1236,644.4944,,DRJ01,low fat,0.115500999,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Frozen Foods,8.68,97.7384,98.5384,,FDC53,Low Fat,0.01478914,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Others,18.5,132.5284,1318.284,,NCN07,Low Fat,0.033938279,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,14.3,79.4302,1743.0644,,FDI28,Low Fat,0.026299797,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Others,,105.6938,214.3876,,NCO55,Low Fat,0.159394437,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Snack Foods,15.35,88.283,1797.66,,FDP46,Low Fat,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Dairy,17.7,182.5292,2736.438,,FDX26,Low Fat,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Fruits and Vegetables,15.2,175.6054,2451.4756,,FDD56,Regular,0.10377827,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Baking Goods,9.8,35.0874,352.874,,FDP12,Regular,0.045522854,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Frozen Foods,,125.5678,2543.356,,FDT40,Low Fat,0.095331433,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Snack Foods,15.25,179.766,3056.022,,FDV57,Regular,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Snack Foods,17.6,165.6868,3111.9492,,FDZ09,Low Fat,0.105472205,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,7.55,121.0072,2082.6224,,FDA07,Regular,0.030938774,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Baking Goods,,127.102,3415.554,,FDV36,Low Fat,0.026174636,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Canned,19.7,254.7014,3570.0196,,FDQ01,Regular,0.160671255,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,13.0,65.7484,391.4904,,FDW46,Regular,0.070243155,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,109.957,4504.137,,FDW19,Regular,0.038313981,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Canned,11.8,113.8834,1382.2008,,FDY01,Regular,0.170548238,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Baking Goods,20.35,233.6616,2577.9776,,FDG60,Low Fat,0.060794097,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Snack Foods,16.85,90.3488,996.0368,,FDL22,Low Fat,0.036446751,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Soft Drinks,7.63,94.0436,1134.5232,,DRK01,Low Fat,0.061188147,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Baking Goods,15.75,195.3452,1761.7068,,FDO12,Low Fat,0.054884821,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Baking Goods,18.2,241.8196,4097.3332,,FDX12,Regular,0.026064486,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Frozen Foods,13.85,164.921,2609.936,,FDR28,Regular,0.025936747,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,10.895,132.9284,3295.71,,FDH57,LF,0.035949725,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Dairy,15.6,242.9854,2175.1686,,FDC04,Low Fat,0.045168898,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Household,11.3,181.466,3775.086,,NCI06,Low Fat,0.04767798,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Health and Hygiene,20.0,111.6544,1565.9616,,NCY53,Low Fat,0.058812134,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,19.35,112.9544,2908.2144,,FDR22,Regular,0.018667601,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,15.6,221.5798,5509.495,,FDM33,Low Fat,0.087646694,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Snack Foods,,159.4578,160.4578,,FDO57,Low Fat,0.19033746,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Fruits and Vegetables,10.195,118.4808,1640.5312,,FDO56,Regular,0.045165796,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Snack Foods,,164.8526,2631.2416,,FDO58,Low Fat,0.039385518,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,9.5,183.8608,2572.6512,,FDQ45,Regular,0.010914988,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Baking Goods,,43.3086,624.5204,,FDO60,Low Fat,0.034203092,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,10.65,229.7668,3916.2356,,FDI34,reg,0.085268317,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Canned,,215.5218,4915.6014,,FDJ26,Regular,0.084354713,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Fruits and Vegetables,7.35,40.8454,587.2356,,FDV08,Low Fat,0.028571132,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Soft Drinks,15.7,179.7634,1817.634,,DRD60,LF,0.037383778,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Fruits and Vegetables,,227.272,7017.532,,FDX20,Low Fat,0.042354152,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Starchy Foods,15.85,39.4164,154.4656,,FDG59,Low Fat,0.043410693,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Snack Foods,13.8,231.1984,5097.3648,,FDN58,Regular,0.056872392,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Baking Goods,9.195,79.8644,785.644,,FDV48,Regular,0.051573903,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Dairy,9.3,248.8092,5976.2208,,FDA15,LF,0.016113019,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Meat,15.1,242.9512,4847.024,,FDI19,Low Fat,0.052295514,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Fruits and Vegetables,19.1,234.4958,1635.8706,,FDX19,Low Fat,0.097127867,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Frozen Foods,11.6,172.4106,4277.765,,FDO52,Regular,0.077284566,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Health and Hygiene,7.27,98.6384,1970.768,,NCO05,Low Fat,0.046653872,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,19.35,62.5168,1534.0032,,NCP17,Low Fat,0.02775746,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,9.695,186.7898,561.2694,,FDK56,Low Fat,0.0,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Household,20.2,94.1462,832.9158,,NCG43,Low Fat,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Hard Drinks,,154.6998,3229.7958,,DRM59,LF,0.003574698,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Baking Goods,10.5,164.121,2773.057,,FDA47,Regular,0.11733375,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,12.5,92.3488,1177.1344,,FDY20,Regular,0.081684728,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Snack Foods,,81.825,83.225,,FDZ22,Low Fat,0.079261744,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Dairy,17.75,256.0672,2045.3376,,FDB52,Low Fat,0.030410273,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Health and Hygiene,9.0,264.8884,2914.8724,,NCS29,Low Fat,0.069938838,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Soft Drinks,17.85,190.4188,952.094,,DRC12,Low Fat,0.037885683,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Canned,,41.548,79.896,,FDP13,Regular,0.235183205,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Hard Drinks,4.61,175.2396,2093.2752,,DRF23,Low Fat,0.123151947,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Fruits and Vegetables,8.75,186.8556,7322.4684,,FDB56,Regular,0.074565098,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Breads,7.155,35.2874,388.1614,,FDQ47,Regular,0.169137707,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Meat,,182.0608,7717.9536,,FDY39,Regular,0.0,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Baking Goods,12.3,71.338,1098.57,,FDY36,Low Fat,0.009429612,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Health and Hygiene,7.93,44.9086,802.9548,,NCM17,Low Fat,0.071076672,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Hard Drinks,8.01,34.9532,539.298,,DRN35,Low Fat,0.070234306,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,9.8,217.185,432.77,,FDK22,Low Fat,0.043663452,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Meat,,199.3426,395.4852,,FDI07,Regular,0.059110912,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Soft Drinks,5.0,190.453,379.506,,DRK37,LF,0.0,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Health and Hygiene,19.6,150.9024,303.6048,,NCP05,Low Fat,0.042324556,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Health and Hygiene,16.5,36.3506,872.8638,,NCD42,Low Fat,0.012657494,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Breads,12.6,61.0194,1052.6298,,FDW11,low fat,0.048857925,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Canned,14.1,140.2496,2681.8424,,FDI14,Low Fat,0.090185027,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Household,6.38,144.947,3435.528,,NCY42,Low Fat,0.015186146,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Dairy,20.25,194.2794,4291.7468,,FDV26,Regular,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Meat,,159.7578,641.8312,,FDX15,Low Fat,0.155541973,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,12.3,190.853,4364.319,,NCG07,Low Fat,0.052502049,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,15.6,114.8518,2163.1842,,FDC44,Low Fat,0.172596885,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
